"","year","state","month","number","date"
"3671",2002,"Paraiba","May",65,2002-01-01
"3672",2003,"Paraiba","May",115,2003-01-01
"3673",2004,"Paraiba","May",9,2004-01-01
"3674",2005,"Paraiba","May",125,2005-01-01
"3675",2006,"Paraiba","May",90,2006-01-01
"3676",2007,"Paraiba","May",14,2007-01-01
"3677",2008,"Paraiba","May",41,2008-01-01
"3678",2009,"Paraiba","May",117,2009-01-01
"3679",2010,"Paraiba","May",39,2010-01-01
"3680",2011,"Paraiba","May",97,2011-01-01
"3681",2012,"Paraiba","May",86,2012-01-01
"3682",2013,"Paraiba","May",85,2013-01-01
"3683",2014,"Paraiba","May",109,2014-01-01
"3684",2015,"Paraiba","May",77,2015-01-01
"3685",2016,"Paraiba","May",72,2016-01-01
"3686",2017,"Paraiba","May",49,2017-01-01
"3687",1998,"Paraiba","June",36,1998-01-01
"3688",1999,"Paraiba","June",31,1999-01-01
"3689",2000,"Paraiba","June",53,2000-01-01
"3690",2001,"Paraiba","June",43,2001-01-01
"3691",2002,"Paraiba","June",115,2002-01-01
"3692",2003,"Paraiba","June",159,2003-01-01
"3693",2004,"Paraiba","June",147,2004-01-01
"3694",2005,"Paraiba","June",114,2005-01-01
"3695",2006,"Paraiba","June",62,2006-01-01
"3696",2007,"Paraiba","June",57,2007-01-01
"3697",2008,"Paraiba","June",17,2008-01-01
"3698",2009,"Paraiba","June",105,2009-01-01
"3699",2010,"Paraiba","June",55,2010-01-01
"3700",2011,"Paraiba","June",162,2011-01-01
"3701",2012,"Paraiba","June",77,2012-01-01
"3702",2013,"Paraiba","June",52,2013-01-01
"3703",2014,"Paraiba","June",112,2014-01-01
"3704",2015,"Paraiba","June",201,2015-01-01
"3705",2016,"Paraiba","June",238,2016-01-01
"3706",2017,"Paraiba","June",169,2017-01-01
"3707",1998,"Paraiba","July",59,1998-01-01
"3708",1999,"Paraiba","July",94,1999-01-01
"3709",2000,"Paraiba","July",98,2000-01-01
"3710",2001,"Paraiba","July",122,2001-01-01
"3711",2002,"Paraiba","July",172,2002-01-01
"3712",2003,"Paraiba","July",101,2003-01-01
"3713",2004,"Paraiba","July",148,2004-01-01
"3714",2005,"Paraiba","July",155,2005-01-01
"3715",2006,"Paraiba","July",139,2006-01-01
"3716",2007,"Paraiba","July",60,2007-01-01
"3717",2008,"Paraiba","July",87,2008-01-01
"3718",2009,"Paraiba","July",34,2009-01-01
"3719",2010,"Paraiba","July",196,2010-01-01
"3720",2011,"Paraiba","July",262,2011-01-01
"3721",2012,"Paraiba","July",111,2012-01-01
"3722",2013,"Paraiba","July",168,2013-01-01
"3723",2014,"Paraiba","July",215,2014-01-01
"3724",2015,"Paraiba","July",137,2015-01-01
"3725",2016,"Paraiba","July",504,2016-01-01
"3726",2017,"Paraiba","July",891,2017-01-01
"3727",1998,"Paraiba","August",42,1998-01-01
"3728",1999,"Paraiba","August",938,1999-01-01
"3729",2000,"Paraiba","August",849,2000-01-01
"3730",2001,"Paraiba","August",342,2001-01-01
"3731",2002,"Paraiba","August",1.593,2002-01-01
"3732",2003,"Paraiba","August",1.896,2003-01-01
"3733",2004,"Paraiba","August",1.237,2004-01-01
"3734",2005,"Paraiba","August",800,2005-01-01
"3735",2006,"Paraiba","August",844,2006-01-01
"3736",2007,"Paraiba","August",580,2007-01-01
"3737",2008,"Paraiba","August",205,2008-01-01
"3738",2009,"Paraiba","August",844,2009-01-01
"3739",2010,"Paraiba","August",733,2010-01-01
"3740",2011,"Paraiba","August",435,2011-01-01
"3741",2012,"Paraiba","August",522,2012-01-01
"3742",2013,"Paraiba","August",481,2013-01-01
"3743",2014,"Paraiba","August",646,2014-01-01
"3744",2015,"Paraiba","August",651,2015-01-01
"3745",2016,"Paraiba","August",1.01,2016-01-01
"3746",2017,"Paraiba","August",987,2017-01-01
"3747",1998,"Paraiba","September",61,1998-01-01
"3748",1999,"Paraiba","September",878,1999-01-01
"3749",2000,"Paraiba","September",381,2000-01-01
"3750",2001,"Paraiba","September",258,2001-01-01
"3751",2002,"Paraiba","September",1.071,2002-01-01
"3752",2003,"Paraiba","September",2.446,2003-01-01
"3753",2004,"Paraiba","September",1.36,2004-01-01
"3754",2005,"Paraiba","September",386,2005-01-01
"3755",2006,"Paraiba","September",866,2006-01-01
"3756",2007,"Paraiba","September",960,2007-01-01
"3757",2008,"Paraiba","September",413,2008-01-01
"3758",2009,"Paraiba","September",149,2009-01-01
"3759",2010,"Paraiba","September",270,2010-01-01
"3760",2011,"Paraiba","September",913,2011-01-01
"3761",2012,"Paraiba","September",459,2012-01-01
"3762",2013,"Paraiba","September",476,2013-01-01
"3763",2014,"Paraiba","September",443,2014-01-01
"3764",2015,"Paraiba","September",599,2015-01-01
"3765",2016,"Paraiba","September",1.371,2016-01-01
"3766",2017,"Paraiba","September",1.706,2017-01-01
"3767",1998,"Paraiba","October",61,1998-01-01
"3768",1999,"Paraiba","October",452,1999-01-01
"3769",2000,"Paraiba","October",658,2000-01-01
"3770",2001,"Paraiba","October",209,2001-01-01
"3771",2002,"Paraiba","October",399,2002-01-01
"3772",2003,"Paraiba","October",1.228,2003-01-01
"3773",2004,"Paraiba","October",666,2004-01-01
"3774",2005,"Paraiba","October",157,2005-01-01
"3775",2006,"Paraiba","October",327,2006-01-01
"3776",2007,"Paraiba","October",194,2007-01-01
"3777",2008,"Paraiba","October",78,2008-01-01
"3778",2009,"Paraiba","October",424,2009-01-01
"3779",2010,"Paraiba","October",230,2010-01-01
"3780",2011,"Paraiba","October",256,2011-01-01
"3781",2012,"Paraiba","October",145,2012-01-01
"3782",2013,"Paraiba","October",233,2013-01-01
"3783",2014,"Paraiba","October",411,2014-01-01
"3784",2015,"Paraiba","October",158,2015-01-01
"3785",2016,"Paraiba","October",193,2016-01-01
"3786",2017,"Paraiba","October",134,2017-01-01
"3787",1998,"Paraiba","November",143,1998-01-01
"3788",1999,"Paraiba","November",447,1999-01-01
"3789",2000,"Paraiba","November",85,2000-01-01
"3790",2001,"Paraiba","November",89,2001-01-01
"3791",2002,"Paraiba","November",425,2002-01-01
"3792",2003,"Paraiba","November",503,2003-01-01
"3793",2004,"Paraiba","November",388,2004-01-01
"3794",2005,"Paraiba","November",597,2005-01-01
"3795",2006,"Paraiba","November",60,2006-01-01
"3796",2007,"Paraiba","November",59,2007-01-01
"3797",2008,"Paraiba","November",39,2008-01-01
"3798",2009,"Paraiba","November",90,2009-01-01
"3799",2010,"Paraiba","November",183,2010-01-01
"3800",2011,"Paraiba","November",138,2011-01-01
"3801",2012,"Paraiba","November",142,2012-01-01
"3802",2013,"Paraiba","November",126,2013-01-01
"3803",2014,"Paraiba","November",68,2014-01-01
"3804",2015,"Paraiba","November",18,2015-01-01
"3805",2016,"Paraiba","November",275,2016-01-01
"3806",2017,"Paraiba","November",292,2017-01-01
"3807",1998,"Paraiba","December",82,1998-01-01
"3808",1999,"Paraiba","December",254,1999-01-01
"3809",2000,"Paraiba","December",159,2000-01-01
"3810",2001,"Paraiba","December",85,2001-01-01
"3811",2002,"Paraiba","December",165,2002-01-01
"3812",2003,"Paraiba","December",171,2003-01-01
"3813",2004,"Paraiba","December",151,2004-01-01
"3814",2005,"Paraiba","December",40,2005-01-01
"3815",2006,"Paraiba","December",6,2006-01-01
"3816",2007,"Paraiba","December",22,2007-01-01
"3817",2008,"Paraiba","December",62,2008-01-01
"3818",2009,"Paraiba","December",30,2009-01-01
"3819",2010,"Paraiba","December",37,2010-01-01
"3820",2011,"Paraiba","December",78,2011-01-01
"3821",2012,"Paraiba","December",54,2012-01-01
"3822",2013,"Paraiba","December",155,2013-01-01
"3823",2014,"Paraiba","December",78,2014-01-01
"3824",2015,"Paraiba","December",30,2015-01-01
"3825",2016,"Paraiba","December",45,2016-01-01
"3826",1998,"Pernambuco","January",0,1998-01-01
"3827",1999,"Pernambuco","January",102,1999-01-01
"3828",2000,"Pernambuco","January",3,2000-01-01
"3829",2001,"Pernambuco","January",7,2001-01-01
"3830",2002,"Pernambuco","January",10,2002-01-01
"3831",2003,"Pernambuco","January",188,2003-01-01
"3832",2004,"Pernambuco","January",29,2004-01-01
"3833",2005,"Pernambuco","January",221,2005-01-01
"3834",2006,"Pernambuco","January",148,2006-01-01
"3835",2007,"Pernambuco","January",156,2007-01-01
"3836",2008,"Pernambuco","January",170,2008-01-01
"3837",2009,"Pernambuco","January",256,2009-01-01
"3838",2010,"Pernambuco","January",47,2010-01-01
"3839",2011,"Pernambuco","January",49,2011-01-01
"3840",2012,"Pernambuco","January",146,2012-01-01
"3841",2013,"Pernambuco","January",55,2013-01-01
"3842",2014,"Pernambuco","January",99,2014-01-01
"3843",2015,"Pernambuco","January",109,2015-01-01
"3844",2016,"Pernambuco","January",24,2016-01-01
"3845",2017,"Pernambuco","January",52,2017-01-01
"3846",1998,"Pernambuco","February",0,1998-01-01
"3847",1999,"Pernambuco","February",13,1999-01-01
"3848",2000,"Pernambuco","February",4,2000-01-01
"3849",2001,"Pernambuco","February",2,2001-01-01
"3850",2002,"Pernambuco","February",19,2002-01-01
"3851",2003,"Pernambuco","February",35,2003-01-01
"3852",2004,"Pernambuco","February",8,2004-01-01
"3853",2005,"Pernambuco","February",33,2005-01-01
"3854",2006,"Pernambuco","February",41,2006-01-01
"3855",2007,"Pernambuco","February",21,2007-01-01
"3856",2008,"Pernambuco","February",48,2008-01-01
"3857",2009,"Pernambuco","February",28,2009-01-01
"3858",2010,"Pernambuco","February",33,2010-01-01
"3859",2011,"Pernambuco","February",25,2011-01-01
"3860",2012,"Pernambuco","February",64,2012-01-01
"3861",2013,"Pernambuco","February",29,2013-01-01
"3862",2014,"Pernambuco","February",25,2014-01-01
"3863",2015,"Pernambuco","February",55,2015-01-01
"3864",2016,"Pernambuco","February",19,2016-01-01
"3865",2017,"Pernambuco","February",23,2017-01-01
"3866",1998,"Pernambuco","March",0,1998-01-01
"3867",1999,"Pernambuco","March",27,1999-01-01
"3868",2000,"Pernambuco","March",14,2000-01-01
"3869",2001,"Pernambuco","March",0,2001-01-01
"3870",2002,"Pernambuco","March",24,2002-01-01
"3871",2003,"Pernambuco","March",9,2003-01-01
"3872",2004,"Pernambuco","March",6,2004-01-01
"3873",2005,"Pernambuco","March",45,2005-01-01
"3874",2006,"Pernambuco","March",18,2006-01-01
"3875",2007,"Pernambuco","March",4,2007-01-01
"3876",2008,"Pernambuco","March",32,2008-01-01
"3877",2009,"Pernambuco","March",15,2009-01-01
"3878",2010,"Pernambuco","March",59,2010-01-01
"3879",2011,"Pernambuco","March",39,2011-01-01
"3880",2012,"Pernambuco","March",44,2012-01-01
"3881",2013,"Pernambuco","March",40,2013-01-01
"3882",2014,"Pernambuco","March",36,2014-01-01
"3883",2015,"Pernambuco","March",33,2015-01-01
"3884",2016,"Pernambuco","March",4,2016-01-01
"3885",2017,"Pernambuco","March",7,2017-01-01
"3886",1998,"Pernambuco","April",0,1998-01-01
"3887",1999,"Pernambuco","April",2,1999-01-01
"3888",2000,"Pernambuco","April",1,2000-01-01
"3889",2001,"Pernambuco","April",2,2001-01-01
"3890",2002,"Pernambuco","April",5,2002-01-01
"3891",2003,"Pernambuco","April",7,2003-01-01
"3892",2004,"Pernambuco","April",5,2004-01-01
"3893",2005,"Pernambuco","April",1,2005-01-01
"3894",2006,"Pernambuco","April",2,2006-01-01
"3895",2007,"Pernambuco","April",1,2007-01-01
"3896",2008,"Pernambuco","April",5,2008-01-01
"3897",2009,"Pernambuco","April",3,2009-01-01
"3898",2010,"Pernambuco","April",2,2010-01-01
"3899",2011,"Pernambuco","April",22,2011-01-01
"3900",2012,"Pernambuco","April",46,2012-01-01
"3901",2013,"Pernambuco","April",11,2013-01-01
"3902",2014,"Pernambuco","April",10,2014-01-01
"3903",2015,"Pernambuco","April",30,2015-01-01
"3904",2016,"Pernambuco","April",8,2016-01-01
"3905",2017,"Pernambuco","April",9,2017-01-01
"3906",1998,"Pernambuco","May",0,1998-01-01
"3907",1999,"Pernambuco","May",6,1999-01-01
"3908",2000,"Pernambuco","May",7,2000-01-01
"3909",2001,"Pernambuco","May",5,2001-01-01
"3910",2002,"Pernambuco","May",13,2002-01-01
"3911",2003,"Pernambuco","May",1,2003-01-01
"3912",2004,"Pernambuco","May",2,2004-01-01
"3913",2005,"Pernambuco","May",1,2005-01-01
"3914",2006,"Pernambuco","May",1,2006-01-01
"3915",2007,"Pernambuco","May",0,2007-01-01
"3916",2008,"Pernambuco","May",0,2008-01-01
"3917",2009,"Pernambuco","May",0,2009-01-01
"3918",2010,"Pernambuco","May",8,2010-01-01
"3919",2011,"Pernambuco","May",1,2011-01-01
"3920",2012,"Pernambuco","May",36,2012-01-01
"3921",2013,"Pernambuco","May",9,2013-01-01
"3922",2014,"Pernambuco","May",4,2014-01-01
"3923",2015,"Pernambuco","May",17,2015-01-01
"3924",2016,"Pernambuco","May",6,2016-01-01
"3925",2017,"Pernambuco","May",13,2017-01-01
"3926",1998,"Pernambuco","June",1,1998-01-01
"3927",1999,"Pernambuco","June",7,1999-01-01
"3928",2000,"Pernambuco","June",4,2000-01-01
"3929",2001,"Pernambuco","June",2,2001-01-01
"3930",2002,"Pernambuco","June",1,2002-01-01
"3931",2003,"Pernambuco","June",2,2003-01-01
"3932",2004,"Pernambuco","June",4,2004-01-01
"3933",2005,"Pernambuco","June",3,2005-01-01
"3934",2006,"Pernambuco","June",0,2006-01-01
"3935",2007,"Pernambuco","June",1,2007-01-01
"3936",2008,"Pernambuco","June",0,2008-01-01
"3937",2009,"Pernambuco","June",1,2009-01-01
"3938",2010,"Pernambuco","June",1,2010-01-01
"3939",2011,"Pernambuco","June",4,2011-01-01
"3940",2012,"Pernambuco","June",12,2012-01-01
"3941",2013,"Pernambuco","June",12,2013-01-01
"3942",2014,"Pernambuco","June",3,2014-01-01
"3943",2015,"Pernambuco","June",3,2015-01-01
"3944",2016,"Pernambuco","June",4,2016-01-01
"3945",2017,"Pernambuco","June",5,2017-01-01
"3946",1998,"Pernambuco","July",5,1998-01-01
"3947",1999,"Pernambuco","July",2,1999-01-01
"3948",2000,"Pernambuco","July",0,2000-01-01
"3949",2001,"Pernambuco","July",6,2001-01-01
"3950",2002,"Pernambuco","July",8,2002-01-01
"3951",2003,"Pernambuco","July",5,2003-01-01
"3952",2004,"Pernambuco","July",13,2004-01-01
"3953",2005,"Pernambuco","July",1,2005-01-01
"3954",2006,"Pernambuco","July",1,2006-01-01
"3955",2007,"Pernambuco","July",3,2007-01-01
"3956",2008,"Pernambuco","July",0,2008-01-01
"3957",2009,"Pernambuco","July",1,2009-01-01
"3958",2010,"Pernambuco","July",7,2010-01-01
"3959",2011,"Pernambuco","July",2,2011-01-01
"3960",2012,"Pernambuco","July",11,2012-01-01
"3961",2013,"Pernambuco","July",4,2013-01-01
"3962",2014,"Pernambuco","July",11,2014-01-01
"3963",2015,"Pernambuco","July",13,2015-01-01
"3964",2016,"Pernambuco","July",17,2016-01-01
"3965",2017,"Pernambuco","July",2,2017-01-01
"3966",1998,"Pernambuco","August",12,1998-01-01
"3967",1999,"Pernambuco","August",3,1999-01-01
"3968",2000,"Pernambuco","August",31,2000-01-01
"3969",2001,"Pernambuco","August",27,2001-01-01
"3970",2002,"Pernambuco","August",37,2002-01-01
"3971",2003,"Pernambuco","August",26,2003-01-01
"3972",2004,"Pernambuco","August",41,2004-01-01
"3973",2005,"Pernambuco","August",10,2005-01-01
"3974",2006,"Pernambuco","August",8,2006-01-01
"3975",2007,"Pernambuco","August",20,2007-01-01
"3976",2008,"Pernambuco","August",2,2008-01-01
"3977",2009,"Pernambuco","August",10,2009-01-01
"3978",2010,"Pernambuco","August",29,2010-01-01
"3979",2011,"Pernambuco","August",27,2011-01-01
"3980",2012,"Pernambuco","August",27,2012-01-01
"3981",2013,"Pernambuco","August",14,2013-01-01
"3982",2014,"Pernambuco","August",23,2014-01-01
"3983",2015,"Pernambuco","August",21,2015-01-01
"3984",2016,"Pernambuco","August",42,2016-01-01
"3985",2017,"Pernambuco","August",20,2017-01-01
"3986",1998,"Pernambuco","September",177,1998-01-01
"3987",1999,"Pernambuco","September",64,1999-01-01
"3988",2000,"Pernambuco","September",130,2000-01-01
"3989",2001,"Pernambuco","September",298,2001-01-01
"3990",2002,"Pernambuco","September",374,2002-01-01
"3991",2003,"Pernambuco","September",510,2003-01-01
"3992",2004,"Pernambuco","September",192,2004-01-01
"3993",2005,"Pernambuco","September",154,2005-01-01
"3994",2006,"Pernambuco","September",147,2006-01-01
"3995",2007,"Pernambuco","September",164,2007-01-01
"3996",2008,"Pernambuco","September",92,2008-01-01
"3997",2009,"Pernambuco","September",164,2009-01-01
"3998",2010,"Pernambuco","September",179,2010-01-01
"3999",2011,"Pernambuco","September",243,2011-01-01
"4000",2012,"Pernambuco","September",192,2012-01-01
"4001",2013,"Pernambuco","September",143,2013-01-01
"4002",2014,"Pernambuco","September",63,2014-01-01
"4003",2015,"Pernambuco","September",116,2015-01-01
"4004",2016,"Pernambuco","September",171,2016-01-01
"4005",2017,"Pernambuco","September",69,2017-01-01
"4006",1998,"Pernambuco","October",372,1998-01-01
"4007",1999,"Pernambuco","October",180,1999-01-01
"4008",2000,"Pernambuco","October",411,2000-01-01
"4009",2001,"Pernambuco","October",461,2001-01-01
"4010",2002,"Pernambuco","October",638,2002-01-01
"4011",2003,"Pernambuco","October",859,2003-01-01
"4012",2004,"Pernambuco","October",545,2004-01-01
"4013",2005,"Pernambuco","October",408,2005-01-01
"4014",2006,"Pernambuco","October",310,2006-01-01
"4015",2007,"Pernambuco","October",702,2007-01-01
"4016",2008,"Pernambuco","October",274,2008-01-01
"4017",2009,"Pernambuco","October",254,2009-01-01
"4018",2010,"Pernambuco","October",347,2010-01-01
"4019",2011,"Pernambuco","October",461,2011-01-01
"4020",2012,"Pernambuco","October",222,2012-01-01
"4021",2013,"Pernambuco","October",161,2013-01-01
"4022",2014,"Pernambuco","October",174,2014-01-01
"4023",2015,"Pernambuco","October",194,2015-01-01
"4024",2016,"Pernambuco","October",319,2016-01-01
"4025",2017,"Pernambuco","October",256,2017-01-01
"4026",1998,"Pernambuco","November",141,1998-01-01
"4027",1999,"Pernambuco","November",41,1999-01-01
"4028",2000,"Pernambuco","November",64,2000-01-01
"4029",2001,"Pernambuco","November",208,2001-01-01
"4030",2002,"Pernambuco","November",521,2002-01-01
"4031",2003,"Pernambuco","November",560,2003-01-01
"4032",2004,"Pernambuco","November",465,2004-01-01
"4033",2005,"Pernambuco","November",452,2005-01-01
"4034",2006,"Pernambuco","November",385,2006-01-01
"4035",2007,"Pernambuco","November",359,2007-01-01
"4036",2008,"Pernambuco","November",363,2008-01-01
"4037",2009,"Pernambuco","November",486,2009-01-01
"4038",2010,"Pernambuco","November",831,2010-01-01
"4039",2011,"Pernambuco","November",352,2011-01-01
"4040",2012,"Pernambuco","November",181,2012-01-01
"4041",2013,"Pernambuco","November",110,2013-01-01
"4042",2014,"Pernambuco","November",111,2014-01-01
"4043",2015,"Pernambuco","November",315,2015-01-01
"4044",2016,"Pernambuco","November",191,2016-01-01
"4045",2017,"Pernambuco","November",66,2017-01-01
"4046",1998,"Pernambuco","December",59,1998-01-01
"4047",1999,"Pernambuco","December",16,1999-01-01
"4048",2000,"Pernambuco","December",22,2000-01-01
"4049",2001,"Pernambuco","December",62,2001-01-01
"4050",2002,"Pernambuco","December",259,2002-01-01
"4051",2003,"Pernambuco","December",229,2003-01-01
"4052",2004,"Pernambuco","December",373,2004-01-01
"4053",2005,"Pernambuco","December",191,2005-01-01
"4054",2006,"Pernambuco","December",207,2006-01-01
"4055",2007,"Pernambuco","December",200,2007-01-01
"4056",2008,"Pernambuco","December",203,2008-01-01
"4057",2009,"Pernambuco","December",351,2009-01-01
"4058",2010,"Pernambuco","December",117,2010-01-01
"4059",2011,"Pernambuco","December",364,2011-01-01
"4060",2012,"Pernambuco","December",108,2012-01-01
"4061",2013,"Pernambuco","December",141,2013-01-01
"4062",2014,"Pernambuco","December",101,2014-01-01
"4063",2015,"Pernambuco","December",176,2015-01-01
"4064",2016,"Pernambuco","December",161,2016-01-01
"4065",1998,"Piau","January",0,1998-01-01
"4066",1999,"Piau","January",21,1999-01-01
"4067",2000,"Piau","January",5,2000-01-01
"4068",2001,"Piau","January",29,2001-01-01
"4069",2002,"Piau","January",33,2002-01-01
"4070",2003,"Piau","January",86,2003-01-01
"4071",2004,"Piau","January",42,2004-01-01
"4072",2005,"Piau","January",94,2005-01-01
"4073",2006,"Piau","January",133,2006-01-01
"4074",2007,"Piau","January",123,2007-01-01
"4075",2008,"Piau","January",61,2008-01-01
"4076",2009,"Piau","January",79,2009-01-01
"4077",2010,"Piau","January",99,2010-01-01
"4078",2011,"Piau","January",39,2011-01-01
"4079",2012,"Piau","January",80,2012-01-01
"4080",2013,"Piau","January",72,2013-01-01
"4081",2014,"Piau","January",79,2014-01-01
"4082",2015,"Piau","January",92,2015-01-01
"4083",2016,"Piau","January",94,2016-01-01
"4084",2017,"Piau","January",85,2017-01-01
